project_id,start_date,end_date,planned_duration_days,actual_duration_days,team_size,budget,actual_spent,risk_level,complexity,domain,scope_changes,satisfaction_rating,budget_overrun_percentage,success_metric,success
438,2020-03-14,2021-09-09,420,544,6,498961.67716572946,457396.6073407768,2,Medium,R&D,6,2.62,-8.33,78.98,1
439,2022-01-26,2022-04-01,90,65,6,388581.4040174702,476488.50491474295,2,Low,Finance,9,2.3,22.62,80.99,1
440,2023-04-07,2024-04-01,300,360,27,368141.2075595566,425366.20085327304,3,Low,R&D,4,4.1,15.54,79.07,1
441,2023-02-05,2023-05-05,90,89,26,400357.372572838,488706.29917889164,5,Low,Finance,4,3.72,22.07,70.39,1
442,2020-10-30,2021-05-27,210,209,23,114407.59349681133,141569.38441496334,2,Low,IT,0,4.21,23.74,92.25,1
443,2022-05-30,2024-07-30,720,792,29,142045.06692625847,197530.46019421818,4,Low,HR,8,4.34,39.06,54.45,0
444,2020-09-18,2021-04-23,240,217,30,371328.8370006264,399770.41093688464,2,Low,R&D,6,4.87,7.66,100.0,1
445,2020-03-26,2022-07-15,690,841,26,272291.6692088882,239986.67193497,5,Low,Operations,7,4.04,-11.86,85.43,1
446,2021-09-23,2022-04-03,150,192,30,389585.88133705244,444383.34454359306,5,Low,IT,8,5.0,14.07,65.55,1
447,2022-01-16,2023-11-06,510,659,30,96312.21383486525,96278.43777405462,4,Medium,HR,5,4.21,-0.04,71.91,1
448,2020-03-22,2020-08-02,210,133,26,291416.60816806764,278703.32768985146,2,High,Operations,4,5.0,-4.36,100.0,1
449,2022-01-02,2023-04-05,480,458,21,220469.70450061208,245821.24592930943,5,Low,Marketing,5,2.37,11.5,71.97,1
450,2021-03-06,2022-03-09,600,368,24,255650.09867675524,314414.5742879666,3,High,Operations,10,4.94,22.99,71.8,1
451,2023-10-28,2025-01-28,540,458,14,321781.0424326306,313608.0529363206,1,High,Finance,1,3.87,-2.54,100.0,1
452,2021-05-26,2021-09-28,240,125,10,276029.7563581386,356398.08698173566,1,Low,Finance,3,2.64,29.12,99.55,1
453,2023-09-27,2025-03-03,480,523,19,292937.28670077655,278746.7911661294,1,Medium,Marketing,2,4.29,-4.84,100.0,1
454,2020-07-29,2021-06-07,300,313,26,268860.8668980235,285910.54885910824,2,Medium,IT,6,3.79,6.34,83.13,1
455,2021-12-25,2022-08-29,270,247,15,234029.82968847195,270993.94782439276,4,Medium,HR,8,4.41,15.79,70.8,1
456,2023-02-20,2023-10-31,300,253,9,397346.89126921026,413961.9986916717,5,Low,Operations,4,4.71,4.18,95.46,1
457,2022-04-12,2023-08-03,450,478,5,55491.38254312003,46257.59701930489,3,Medium,Finance,5,2.96,-16.64,93.11,1
458,2023-06-25,2024-01-03,240,192,12,319299.2155423522,395647.2097890273,3,Low,IT,9,4.71,23.91,83.92,1
459,2020-11-12,2022-02-26,600,471,25,304478.7562953382,306451.88488295756,2,Medium,Marketing,1,4.0,0.65,100.0,1
460,2021-04-29,2021-07-30,120,92,16,372280.58362982847,451105.32641559705,1,Medium,R&D,2,4.95,21.17,99.13,1
461,2020-11-28,2021-09-12,300,288,16,319563.2141497969,290923.44112406846,2,Medium,Finance,2,3.86,-8.96,100.0,1
462,2020-12-28,2021-12-08,390,345,9,422059.47251408524,395041.1297054114,4,Medium,Marketing,8,3.67,-6.4,86.09,1
463,2022-04-24,2022-07-17,90,84,11,481583.6575538125,592042.0986747349,4,Medium,Operations,6,4.02,22.94,65.41,1
464,2020-02-20,2022-04-25,720,795,8,204135.91573034454,234975.9970022019,5,Low,HR,7,4.07,15.11,68.6,1
465,2021-01-02,2021-10-15,240,286,10,152307.94236349416,157518.72352818152,5,Low,Finance,10,3.54,3.42,67.28,1
466,2021-11-11,2023-10-08,540,696,17,240618.5880892173,277494.5271799778,4,High,Finance,9,3.65,15.33,40.95,0
467,2022-04-23,2024-02-19,660,667,24,179568.32741407678,171827.87837689364,4,Low,Operations,10,3.14,-4.31,83.73,1
468,2023-10-03,2024-12-25,420,449,19,326727.6184186945,364804.08509047865,4,Low,R&D,8,3.7,11.65,74.39,1
469,2021-05-23,2022-07-01,390,404,7,460333.5839793341,515243.5956205806,2,Low,IT,5,4.47,11.93,93.89,1
470,2021-06-30,2022-02-25,360,240,27,112602.28736437784,117549.21654292983,4,Low,HR,3,3.9,4.39,100.0,1
471,2020-11-22,2021-04-10,150,139,12,95357.57135714893,92945.70605169224,3,High,Finance,0,4.71,-2.53,93.49,1
472,2023-12-07,2025-01-28,450,418,24,165206.989334148,183468.52168434337,1,Medium,HR,7,3.87,11.05,87.85,1
473,2020-08-09,2020-12-22,150,135,20,376743.0137280803,411310.25085707894,4,High,Finance,6,3.0,9.18,62.65,1
474,2022-02-22,2023-07-13,510,506,17,316833.3073664697,326378.44561685296,1,Medium,HR,1,4.42,3.01,100.0,1
475,2020-03-20,2021-08-19,540,517,22,95995.69890133981,90709.00740157589,2,Medium,Marketing,7,3.53,-5.51,93.25,1
476,2022-08-21,2023-08-18,450,362,14,463437.7350173359,510648.8588416288,1,Low,Finance,4,3.84,10.19,100.0,1
477,2021-03-31,2022-10-05,570,553,23,405538.086705839,417907.6655718436,2,Medium,HR,6,4.87,3.05,94.08,1
478,2021-02-12,2021-06-23,150,131,21,60360.17215443688,57028.37255630957,3,Low,IT,3,3.19,-5.52,100.0,1
479,2022-07-31,2023-06-26,660,330,28,343115.24494471075,379667.13069128175,2,High,Marketing,4,4.12,10.65,96.05,1
480,2021-12-17,2022-09-25,390,282,23,397061.0008338821,532556.4079744084,2,High,Marketing,7,3.97,34.12,63.14,1
481,2021-09-17,2023-08-20,690,702,30,218495.9163741899,228322.95595954306,5,Low,IT,0,4.49,4.5,93.16,1
482,2021-04-11,2023-05-18,630,767,27,81014.69271524846,107317.44792349782,4,High,HR,0,4.6,32.47,48.32,0
483,2021-04-01,2022-04-07,720,371,30,84794.47946995427,120166.47599355284,4,High,Operations,3,4.18,41.71,62.44,1
484,2020-02-18,2021-01-06,390,323,9,96911.13472331427,92742.7120412341,3,Medium,IT,2,3.75,-4.3,100.0,1
485,2023-09-13,2025-04-21,540,586,30,428197.8343911903,471598.5243849963,3,Low,HR,9,4.33,10.14,81.64,1
486,2021-01-30,2023-04-21,690,811,25,459808.7892150709,650886.8320312104,4,Medium,IT,1,4.93,41.56,52.92,0
487,2022-03-27,2022-08-12,150,138,27,105264.85183058021,113879.51738403193,5,Medium,IT,2,3.98,8.18,78.56,1
488,2021-11-03,2023-07-18,720,622,13,156157.71556778654,172635.76221274617,4,Low,Finance,10,3.81,10.55,81.07,1
489,2021-07-24,2022-05-18,240,298,16,124484.22966528039,105749.2508796545,5,Low,HR,10,4.27,-15.05,83.73,1
490,2020-05-22,2021-11-29,480,556,25,133844.39577235433,136554.84047906962,3,Medium,Operations,10,4.03,2.03,72.18,1
491,2021-07-25,2023-06-28,600,703,5,426870.85505112144,505132.63308843714,1,Low,Finance,0,3.06,18.33,88.78,1
492,2021-12-20,2023-05-21,570,517,30,199465.88569472253,292096.3263610579,3,Medium,IT,0,4.17,46.44,62.41,1
493,2023-08-06,2024-03-13,180,220,30,190149.91882053853,203574.30818165545,3,High,R&D,5,3.06,7.06,58.25,0
494,2022-11-09,2023-09-17,510,312,5,152328.0293947007,129571.14364092462,2,High,IT,4,4.26,-14.94,100.0,1
495,2022-03-29,2023-07-20,390,478,19,323552.47720741644,287706.9464128949,2,Low,IT,7,3.44,-11.08,96.55,1
496,2023-10-23,2024-03-20,150,149,6,220687.56427349697,241571.56990847128,2,High,HR,1,4.03,9.46,81.33,1
497,2023-01-03,2023-06-05,150,153,26,384912.34332948,491371.79174568073,2,Low,HR,3,4.27,27.66,83.94,1
498,2021-11-09,2023-01-21,540,438,20,142510.91376903688,170386.4835070356,5,Low,Finance,7,5.0,19.56,81.41,1
499,2020-02-26,2020-07-09,210,134,29,404505.4499215216,472882.39568590105,4,Medium,Operations,5,4.52,16.9,86.05,1
500,2020-08-24,2022-07-29,690,704,12,321674.68927856255,417009.9502887926,1,Low,Finance,0,4.96,29.64,95.26,1
